Date,Country,City,SKU,Product_Name,Product_Category,Promotion,Competitor_Promo,Units_Sold,Price,Revenue,Competitor_Brand,Comp_Price
2025-01-02,France,Lyon,SKU_4,Always Maxi Pads,Feminine Care,New Product Launch,,4,5.0,20.0,Tampax,4.55
2025-01-02,France,Marseille,SKU_1,Head & Shoulders Shampoo,Personal Care,Bundle Deal,,2,6.0,12.0,Pantene,7.15
2025-01-02,France,Marseille,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,1,15.0,15.0,BIC,14.92
2025-01-02,France,Marseille,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,1,5.0,5.0,Colgate,4.97
2025-01-02,France,Marseille,SKU_4,Always Maxi Pads,Feminine Care,Clearance,,2,5.0,10.0,Tampax,5.17
2025-01-02,Italy,Rome,SKU_1,Head & Shoulders Shampoo,Personal Care,Clearance,,3,6.0,18.0,Pantene,6.65
2025-01-02,Italy,Rome,SKU_2,Gillette Mach3 Razor,Personal Care,Seasonal Discount,,3,15.0,45.0,Wilkinson,14.22
2025-01-02,Italy,Rome,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,4,5.0,20.0,Colgate,4.88
2025-01-02,Italy,Rome,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,2,5.0,10.0,Tampax,5.94
2025-01-02,Italy,Milan,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,4,6.0,24.0,L'Oreal,6.98
2025-01-02,Italy,Milan,SKU_2,Gillette Mach3 Razor,Personal Care,Seasonal Discount,,2,15.0,30.0,BIC,14.46
2025-01-02,Italy,Milan,SKU_3,Oral-B Electric Toothbrush,Personal Care,Seasonal Discount,,3,5.0,15.0,Elmex,5.36
2025-01-02,Italy,Milan,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,2,5.0,10.0,Carefree,4.81
2025-01-02,Italy,Naples,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,Herbal Essences,2,6.0,12.0,L'Oreal,6.39
2025-01-02,Italy,Naples,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,1,15.0,15.0,BIC,15.15
2025-01-02,Italy,Naples,SKU_3,Oral-B Electric Toothbrush,Personal Care,BOGO,,2,5.0,10.0,Philips,5.04
2025-01-02,Italy,Naples,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,1,5.0,5.0,Natracare,5.45
2025-01-03,Germany,Berlin,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,5,6.0,30.0,L'Oreal,5.85
2025-01-03,Germany,Berlin,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,Schick,15.32
2025-01-03,Germany,Berlin,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,Philips,4,5.0,20.0,Elmex,5.89
2025-01-03,Germany,Berlin,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,2,5.0,10.0,Carefree,5.63
2025-01-03,Germany,Munich,SKU_1,Head & Shoulders Shampoo,Personal Care,BOGO,,5,6.0,30.0,L'Oreal,6.09
2025-01-03,Germany,Munich,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,3,15.0,45.0,Wilkinson,14.54
2025-01-03,Germany,Munich,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Colgate,5.49
2025-01-03,Germany,Munich,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,2,5.0,10.0,Natracare,5.71
2025-01-03,Germany,Hamburg,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,1,6.0,6.0,L'Oreal,6.95
2025-01-03,Germany,Hamburg,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,BIC,16.04
2025-01-03,Germany,Hamburg,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,5,5.0,25.0,Elmex,5.28
2025-01-03,Germany,Hamburg,SKU_4,Always Maxi Pads,Feminine Care,BOGO,,1,5.0,5.0,Tampax,5.58
2025-01-03,France,Paris,SKU_1,Head & Shoulders Shampoo,Personal Care,BOGO,,3,6.0,18.0,L'Oreal,5.72
2025-01-03,France,Paris,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,3,15.0,45.0,BIC,17.33
2025-01-03,France,Paris,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,5,5.0,25.0,Colgate,4.61
2025-01-03,France,Paris,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,3,5.0,15.0,Carefree,5.4
2025-01-03,France,Lyon,SKU_1,Head & Shoulders Shampoo,Personal Care,Seasonal Discount,,1,6.0,6.0,L'Oreal,6.46
2025-01-03,France,Lyon,SKU_2,Gillette Mach3 Razor,Personal Care,Seasonal Discount,BIC,2,15.0,30.0,BIC,14.9
2025-01-03,France,Lyon,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,3,5.0,15.0,Philips,4.55
2025-01-03,France,Lyon,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,7,5.0,35.0,Natracare,5.58
2025-01-03,France,Marseille,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,Pantene,5.44
2025-01-03,France,Marseille,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,1,15.0,15.0,BIC,14.31
2025-01-03,France,Marseille,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Elmex,5.32
2025-01-03,France,Marseille,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,2,5.0,10.0,Natracare,5.91
2025-01-03,Italy,Rome,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,L'Oreal,5.52
2025-01-03,Italy,Rome,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,3,15.0,45.0,Wilkinson,16.1
2025-01-03,Italy,Rome,SKU_3,Oral-B Electric Toothbrush,Personal Care,Seasonal Discount,,4,5.0,20.0,Philips,4.99
2025-01-03,Italy,Rome,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,5,5.0,25.0,Carefree,5.5
2025-01-03,Italy,Milan,SKU_1,Head & Shoulders Shampoo,Personal Care,Seasonal Discount,,5,6.0,30.0,Pantene,7.12
2025-01-03,Italy,Milan,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,3,15.0,45.0,Wilkinson,14.71
2025-01-03,Italy,Milan,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,3,5.0,15.0,Colgate,5.93
2025-01-03,Italy,Milan,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,1,5.0,5.0,Natracare,5.81
2025-01-03,Italy,Naples,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,Herbal Essences,6.49
2025-01-03,Italy,Naples,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,1,15.0,15.0,Schick,16.91
2025-01-03,Italy,Naples,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Elmex,5.8
2025-01-03,Italy,Naples,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,3,5.0,15.0,Carefree,5.71
2025-01-04,Germany,Berlin,SKU_1,Head & Shoulders Shampoo,Personal Care,Seasonal Discount,,7,6.0,42.0,Pantene,5.99
2025-01-04,Germany,Berlin,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,Schick,17.16
2025-01-04,Germany,Berlin,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,3,5.0,15.0,Colgate,4.97
2025-01-04,Germany,Berlin,SKU_4,Always Maxi Pads,Feminine Care,Clearance,,3,5.0,15.0,Natracare,5.8
2025-01-04,Germany,Munich,SKU_1,Head & Shoulders Shampoo,Personal Care,BOGO,,4,6.0,24.0,Pantene,5.86
2025-01-04,Germany,Munich,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,1,15.0,15.0,BIC,16.08
2025-01-04,Germany,Munich,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Philips,5.54
2025-01-04,Germany,Munich,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,3,5.0,15.0,Tampax,5.14
2025-01-04,Germany,Hamburg,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,3,6.0,18.0,L'Oreal,6.81
2025-01-04,Germany,Hamburg,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,BIC,17.66
2025-01-04,Germany,Hamburg,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,3,5.0,15.0,Elmex,4.78
2025-01-04,Germany,Hamburg,SKU_4,Always Maxi Pads,Feminine Care,BOGO,,3,5.0,15.0,Natracare,4.55
2025-01-04,France,Paris,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,7,6.0,42.0,L'Oreal,6.53
2025-01-04,France,Paris,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,6,15.0,90.0,Wilkinson,16.21
2025-01-04,France,Paris,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,4,5.0,20.0,Elmex,5.01
2025-01-04,France,Paris,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,5,5.0,25.0,Tampax,5.68
2025-01-04,France,Lyon,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,3,6.0,18.0,L'Oreal,6.89
2025-01-04,France,Lyon,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,6,15.0,90.0,BIC,14.99
2025-01-04,France,Lyon,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Philips,5.52
2025-01-04,France,Lyon,SKU_4,Always Maxi Pads,Feminine Care,Seasonal Discount,,2,5.0,10.0,Carefree,5.46
2025-01-04,France,Marseille,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,1,6.0,6.0,Pantene,6.02
2025-01-04,France,Marseille,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,1,15.0,15.0,Schick,17.86
2025-01-04,France,Marseille,SKU_3,Oral-B Electric Toothbrush,Personal Care,Clearance,,3,5.0,15.0,Elmex,5.02
2025-01-04,France,Marseille,SKU_4,Always Maxi Pads,Feminine Care,New Product Launch,,2,5.0,10.0,Tampax,5.43
2025-01-04,Italy,Rome,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,3,6.0,18.0,Pantene,6.08
2025-01-04,Italy,Rome,SKU_2,Gillette Mach3 Razor,Personal Care,Clearance,,5,15.0,75.0,BIC,13.55
2025-01-04,Italy,Rome,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,3,5.0,15.0,Colgate,4.64
2025-01-04,Italy,Rome,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,2,5.0,10.0,Natracare,4.85
2025-01-04,Italy,Milan,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,Pantene,6.86
2025-01-04,Italy,Milan,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,Wilkinson,15.49
2025-01-04,Italy,Milan,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,4,5.0,20.0,Philips,5.38
2025-01-04,Italy,Milan,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,3,5.0,15.0,Natracare,5.92
2025-01-04,Italy,Naples,SKU_1,Head & Shoulders Shampoo,Personal Care,Seasonal Discount,,3,6.0,18.0,Pantene,5.66
2025-01-04,Italy,Naples,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,3,15.0,45.0,Schick,17.38
2025-01-04,Italy,Naples,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,4,5.0,20.0,Philips,5.07
2025-01-04,Italy,Naples,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,1,5.0,5.0,Natracare,5.01
2025-01-05,Germany,Berlin,SKU_1,Head & Shoulders Shampoo,Personal Care,New Product Launch,,5,6.0,30.0,Herbal Essences,6.53
2025-01-05,Germany,Berlin,SKU_2,Gillette Mach3 Razor,Personal Care,BOGO,,3,15.0,45.0,Schick,17.54
2025-01-05,Germany,Berlin,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,7,5.0,35.0,Colgate,5.02
2025-01-05,Germany,Berlin,SKU_4,Always Maxi Pads,Feminine Care,Seasonal Discount,,3,5.0,15.0,Carefree,5.64
2025-01-05,Germany,Munich,SKU_1,Head & Shoulders Shampoo,Personal Care,BOGO,,6,6.0,36.0,L'Oreal,5.43
2025-01-05,Germany,Munich,SKU_2,Gillette Mach3 Razor,Personal Care,Clearance,,6,15.0,90.0,BIC,16.3
2025-01-05,Germany,Munich,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,4,5.0,20.0,Colgate,5.45
2025-01-05,Germany,Munich,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,3,5.0,15.0,Tampax,5.33
2025-01-05,Germany,Hamburg,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,Herbal Essences,7.09
2025-01-05,Germany,Hamburg,SKU_2,Gillette Mach3 Razor,Personal Care,New Product Launch,,2,15.0,30.0,BIC,17.72
2025-01-05,Germany,Hamburg,SKU_3,Oral-B Electric Toothbrush,Personal Care,Bundle Deal,,3,5.0,15.0,Colgate,5.01
2025-01-05,Germany,Hamburg,SKU_4,Always Maxi Pads,Feminine Care,BOGO,,2,5.0,10.0,Carefree,5.18
2025-01-05,France,Paris,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,10,6.0,60.0,Pantene,6.83
2025-01-05,France,Paris,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,3,15.0,45.0,Wilkinson,17.3
2025-01-05,France,Paris,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,6,5.0,30.0,Elmex,5.13
2025-01-05,France,Paris,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,4,5.0,20.0,Natracare,5.02
2025-01-05,France,Lyon,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,Pantene,6.88
2025-01-05,France,Lyon,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,3,15.0,45.0,BIC,15.2
2025-01-05,France,Lyon,SKU_3,Oral-B Electric Toothbrush,Personal Care,Bundle Deal,,2,5.0,10.0,Philips,5.11
2025-01-05,France,Lyon,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,4,5.0,20.0,Natracare,4.7
2025-01-05,France,Marseille,SKU_1,Head & Shoulders Shampoo,Personal Care,Clearance,,4,6.0,24.0,Pantene,6.38
2025-01-05,France,Marseille,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,1,15.0,15.0,BIC,14.97
2025-01-05,France,Marseille,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,1,5.0,5.0,Colgate,5.39
2025-01-05,France,Marseille,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,2,5.0,10.0,Carefree,5.17
2025-01-05,Italy,Rome,SKU_1,Head & Shoulders Shampoo,Personal Care,Bundle Deal,,3,6.0,18.0,L'Oreal,6.75
2025-01-05,Italy,Rome,SKU_2,Gillette Mach3 Razor,Personal Care,BOGO,,2,15.0,30.0,BIC,14.75
2025-01-05,Italy,Rome,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,3,5.0,15.0,Elmex,4.76
2025-01-05,Italy,Rome,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,4,5.0,20.0,Carefree,5.55
2025-01-05,Italy,Milan,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,5,6.0,30.0,Pantene,6.09
2025-01-05,Italy,Milan,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,Schick,16.04
2025-01-05,Italy,Milan,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Elmex,5.91
2025-01-05,Italy,Milan,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,Natracare,3,5.0,15.0,Carefree,5.23
2025-01-05,Italy,Naples,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,3,6.0,18.0,L'Oreal,5.67
2025-01-05,Italy,Naples,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,BIC,15.42
2025-01-05,Italy,Naples,SKU_3,Oral-B Electric Toothbrush,Personal Care,Clearance,,6,5.0,30.0,Philips,5.22
2025-01-05,Italy,Naples,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,2,5.0,10.0,Natracare,5.65
2025-01-06,Germany,Berlin,SKU_1,Head & Shoulders Shampoo,Personal Care,Seasonal Discount,,1,6.0,6.0,L'Oreal,5.75
2025-01-06,Germany,Berlin,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,Wilkinson,15.06
2025-01-06,Germany,Berlin,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,3,5.0,15.0,Philips,4.58
2025-01-06,Germany,Berlin,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,3,5.0,15.0,Carefree,5.55
2025-01-06,Germany,Munich,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,Herbal Essences,6.74
2025-01-06,Germany,Munich,SKU_2,Gillette Mach3 Razor,Personal Care,New Product Launch,,2,15.0,30.0,Schick,15.56
2025-01-06,Germany,Munich,SKU_3,Oral-B Electric Toothbrush,Personal Care,New Product Launch,,1,5.0,5.0,Colgate,5.31
2025-01-06,Germany,Munich,SKU_4,Always Maxi Pads,Feminine Care,BOGO,,3,5.0,15.0,Tampax,5.62
2025-01-06,Germany,Hamburg,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,1,6.0,6.0,L'Oreal,5.88
2025-01-06,Germany,Hamburg,SKU_2,Gillette Mach3 Razor,Personal Care,BOGO,,2,15.0,30.0,BIC,16.23
2025-01-06,Germany,Hamburg,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Colgate,5.95
2025-01-06,Germany,Hamburg,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,2,5.0,10.0,Carefree,5.49
2025-01-06,France,Paris,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,2,6.0,12.0,Herbal Essences,5.54
2025-01-06,France,Paris,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,2,15.0,30.0,Schick,14.81
2025-01-06,France,Paris,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,3,5.0,15.0,Philips,5.28
2025-01-06,France,Paris,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,3,5.0,15.0,Natracare,4.61
2025-01-06,France,Lyon,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,1,6.0,6.0,Herbal Essences,6.62
2025-01-06,France,Lyon,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,3,15.0,45.0,Schick,16.44
2025-01-06,France,Lyon,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Colgate,5.81
2025-01-06,France,Lyon,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,5,5.0,25.0,Carefree,5.25
2025-01-06,France,Marseille,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,,1,6.0,6.0,Pantene,6.65
2025-01-06,France,Marseille,SKU_2,Gillette Mach3 Razor,Personal Care,No Promotion,,1,15.0,15.0,Schick,14.32
2025-01-06,France,Marseille,SKU_3,Oral-B Electric Toothbrush,Personal Care,BOGO,,1,5.0,5.0,Colgate,4.5
2025-01-06,France,Marseille,SKU_4,Always Maxi Pads,Feminine Care,No Promotion,,2,5.0,10.0,Tampax,4.76
2025-01-06,Italy,Rome,SKU_1,Head & Shoulders Shampoo,Personal Care,No Promotion,Herbal Essences,1,6.0,6.0,Herbal Essences,5.51
2025-01-06,Italy,Rome,SKU_2,Gillette Mach3 Razor,Personal Care,Seasonal Discount,,3,15.0,45.0,BIC,15.42
2025-01-06,Italy,Rome,SKU_3,Oral-B Electric Toothbrush,Personal Care,No Promotion,,2,5.0,10.0,Elmex,5.2
